"","Year","Country","Happiness.Rank","Happiness.Score","Economy..GDP.per.Capita.","Health..Life.Expectancy.","Family","Freedom","Trust..Government.Corruption.","Generosity","Dystopia.Residual"
"349","2017","Spain","34",6.40299987792969,1.38439786434174,0.888960599899292,1.53209090232849,0.408781230449677,0.0709140971302986,0.190133571624756,1.92775774002075
"350","2017","Qatar","35",6.375,1.87076568603516,0.710098087787628,1.27429687976837,0.604130983352661,0.439299255609512,0.330473870038986,1.1454644203186
"351","2017","Colombia","36",6.35699987411499,1.07062232494354,0.595027923583984,1.4021829366684,0.477487415075302,0.0466687418520451,0.149014472961426,2.61606812477112
"352","2017","Saudi Arabia","37",6.3439998626709,1.53062355518341,0.590148329734802,1.28667759895325,0.449750572443008,0.27343225479126,0.147616013884544,2.0654296875
"353","2017","Trinidad and Tobago","38",6.16800022125244,1.36135590076447,0.519983291625977,1.3802285194397,0.518630743026733,0.00896481610834599,0.325296461582184,2.05324745178223
"354","2017","Kuwait","39",6.10500001907349,1.63295245170593,0.632105708122253,1.25969874858856,0.496337592601776,0.215159550309181,0.228289797902107,1.64042520523071
"355","2017","Slovakia","40",6.09800004959106,1.32539355754852,0.712732911109924,1.50505924224854,0.295817464590073,0.0242108516395092,0.136544480919838,2.09777665138245
"356","2017","Bahrain","41",6.08699989318848,1.48841226100922,0.653133034706116,1.32311046123505,0.536746919155121,0.257042169570923,0.172668486833572,1.65614938735962
"357","2017","Malaysia","42",6.08400011062622,1.29121541976929,0.618784427642822,1.28464603424072,0.402264982461929,0.0656007081270218,0.416608929634094,2.00444889068604
"358","2017","Nicaragua","43",6.07100009918213,0.737299203872681,0.653095960617065,1.28721570968628,0.447551846504211,0.130687981843948,0.301674216985703,2.51393055915833
"359","2017","Ecuador","44",6.00799989700317,1.00082039833069,0.685636222362518,1.28616881370544,0.4551981985569,0.140134647488594,0.150112465023994,2.29035258293152
"360","2017","El Salvador","45",6.00299978256226,0.909784495830536,0.596018552780151,1.18212509155273,0.432452529668808,0.0899809598922729,0.0782579854130745,2.7145938873291
"361","2017","Poland","46",5.97300004959106,1.29178786277771,0.699475347995758,1.44571197032928,0.520342111587524,0.0593078061938286,0.158465966582298,1.79772281646729
"362","2017","Uzbekistan","47",5.97100019454956,0.786441087722778,0.498272627592087,1.54896914958954,0.658248662948608,0.246528223156929,0.415983647108078,1.81691360473633
"363","2017","Italy","48",5.96400022506714,1.39506661891937,0.853144347667694,1.44492328166962,0.256450712680817,0.0280280914157629,0.17278964817524,1.81331205368042
"364","2017","Russia","49",5.96299982070923,1.28177809715271,0.547349333763123,1.46928238868713,0.373783111572266,0.0329628810286522,0.0522638224065304,2.20560741424561
"365","2017","Belize","50",5.95599985122681,0.907975316047668,0.450191766023636,1.08141779899597,0.547509372234344,0.0965810716152191,0.240015640854836,2.63195562362671
"366","2017","Japan","51",5.92000007629395,1.41691517829895,0.913475871086121,1.43633782863617,0.505625545978546,0.163760736584663,0.12057276815176,1.36322355270386
"367","2017","Lithuania","52",5.90199995040894,1.31458234786987,0.62894994020462,1.47351610660553,0.234231784939766,0.0118656428530812,0.010164656676352,2.22844052314758
"368","2017","Algeria","53",5.87200021743774,1.09186446666718,0.617584645748138,1.1462174654007,0.233335807919502,0.146096110343933,0.0694366469979286,2.56760382652283
"369","2017","Latvia","54",5.84999990463257,1.26074862480164,0.638566970825195,1.40471494197845,0.325707912445068,0.0738427266478539,0.153074786067009,1.99365520477295
"370","2017","South Korea","55",5.83799982070923,1.40167844295502,0.900214076042175,1.12827444076538,0.257921665906906,0.0632826685905457,0.206674367189407,1.88037800788879
"371","2017","Moldova","56",5.83799982070923,0.728870630264282,0.589465200901031,1.25182557106018,0.240729048848152,0.0100912861526012,0.208779126405716,2.80780839920044
"372","2017","Romania","57",5.82499980926514,1.21768391132355,0.685158312320709,1.15009129047394,0.457003742456436,0.00438790069893003,0.133519917726517,2.17683148384094
"373","2017","Bolivia","58",5.82299995422363,0.833756566047668,0.473630249500275,1.22761905193329,0.558732926845551,0.0604777261614799,0.22556072473526,2.44327902793884
"374","2017","Turkmenistan","59",5.82200002670288,1.13077676296234,0.437726080417633,1.49314916133881,0.41827192902565,0.259270340204239,0.24992498755455,1.83290982246399
"375","2017","Kazakhstan","60",5.81899976730347,1.28455626964569,0.606041550636292,1.38436901569366,0.437454283237457,0.119282886385918,0.201964423060417,1.78489255905151
"376","2017","North Cyprus","61",5.80999994277954,1.3469113111496,0.834647238254547,1.18630337715149,0.471203625202179,0.155353352427483,0.266845703125,1.54915761947632
"377","2017","Slovenia","62",5.75799989700317,1.3412059545517,0.790828227996826,1.45251882076263,0.572575807571411,0.0451289787888527,0.242649093270302,1.31331729888916
"378","2017","Peru","63",5.71500015258789,1.03522527217865,0.630166113376617,1.21877038478851,0.450002878904343,0.0470490865409374,0.126819714903831,2.20726943016052
"379","2017","Mauritius","64",5.62900018692017,1.18939554691315,0.638007462024689,1.20956099033356,0.491247326135635,0.0421815551817417,0.360933750867844,1.6975839138031
"380","2017","Cyprus","65",5.62099981307983,1.35593807697296,0.84471470117569,1.13136327266693,0.355111539363861,0.0412379764020443,0.271254301071167,1.62124919891357
"381","2017","Estonia","66",5.61100006103516,1.32087934017181,0.695168316364288,1.47667109966278,0.479131430387497,0.183248922228813,0.0988908112049103,1.35750865936279
"382","2017","Belarus","67",5.56899976730347,1.15655755996704,0.637714266777039,1.44494521617889,0.295400261878967,0.156313821673393,0.15513750910759,1.72323298454285
"383","2017","Libya","68",5.52500009536743,1.10180306434631,0.520169019699097,1.35756433010101,0.465733230113983,0.0926102101802826,0.152073666453362,1.83501124382019
"384","2017","Turkey","69",5.5,1.19827437400818,0.637605607509613,1.33775317668915,0.300740599632263,0.0996715798974037,0.0466930419206619,1.87927794456482
"385","2017","Paraguay","70",5.49300003051758,0.932537317276001,0.579250693321228,1.50728487968445,0.473507791757584,0.091065913438797,0.224150657653809,1.6853334903717
"386","2017","Hong Kong S.A.R., China","71",5.47200012207031,1.55167484283447,0.943062424659729,1.26279091835022,0.490968644618988,0.293933749198914,0.374465793371201,0.554633140563965
"387","2017","Philippines","72",5.42999982833862,0.85769921541214,0.468009054660797,1.25391757488251,0.585214674472809,0.0993318930268288,0.193513423204422,1.97260475158691
"388","2017","Serbia","73",5.39499998092651,1.06931757926941,0.65078467130661,1.25818979740143,0.208715528249741,0.0409037806093693,0.220125883817673,1.94708442687988
"389","2017","Jordan","74",5.33599996566772,0.991012394428253,0.604590058326721,1.23908889293671,0.418421149253845,0.11980327218771,0.172170460224152,1.79117655754089
"390","2017","Hungary","75",5.32399988174438,1.2860119342804,0.687763452529907,1.34313309192657,0.175863519310951,0.0366369374096394,0.0784016624093056,1.71645927429199
"391","2017","Jamaica","76",5.31099987030029,0.925579309463501,0.641022384166718,1.36821806430817,0.474307239055634,0.0552677810192108,0.233818337321281,1.61232566833496
"392","2017","Croatia","77",5.29300022125244,1.22255623340607,0.701288521289825,0.96798300743103,0.255772292613983,0.0431031100451946,0.248002976179123,1.85449242591858
"393","2017","Kosovo","78",5.27899980545044,0.951484382152557,0.541452050209045,1.13785350322723,0.260287940502167,0.0574716180562973,0.319931447505951,2.01054072380066
"394","2017","China","79",5.27299976348877,1.08116579055786,0.741415500640869,1.16083741188049,0.472787708044052,0.0227942746132612,0.0288068410009146,1.76493859291077
"395","2017","Pakistan","80",5.26900005340576,0.72688353061676,0.402047783136368,0.672690689563751,0.23521526157856,0.124348066747189,0.315446019172668,2.79248929023743
"396","2017","Indonesia","81",5.26200008392334,0.995538592338562,0.492345720529556,1.27444469928741,0.443323463201523,0.0153171354904771,0.611704587936401,1.42947697639465
"397","2017","Venezuela","82",5.25,1.12843120098114,0.617144227027893,1.43133759498596,0.153997123241425,0.0644911229610443,0.0650196298956871,1.78946375846863
"398","2017","Montenegro","83",5.23699998855591,1.12112903594971,0.667464673519135,1.23837649822235,0.194989055395126,0.0881741940975189,0.197911024093628,1.72919154167175
"399","2017","Morocco","84",5.2350001335144,0.878114581108093,0.59771066904068,0.774864435195923,0.408158332109451,0.0877631828188896,0.0322099551558495,2.45618939399719
"400","2017","Azerbaijan","85",5.23400020599365,1.15360176563263,0.540775775909424,1.15240025520325,0.398155838251114,0.180987507104874,0.0452693402767181,1.76248168945312
"401","2017","Dominican Republic","86",5.23000001907349,1.07937383651733,0.574873745441437,1.40241670608521,0.55258983373642,0.113945253193378,0.186967849731445,1.31946516036987
"402","2017","Greece","87",5.22700023651123,1.28948748111725,0.810198903083801,1.23941457271576,0.0957312509417534,0.04328977689147,0,1.74922156333923
"403","2017","Lebanon","88",5.22499990463257,1.07498753070831,0.735081076622009,1.12962424755096,0.288515985012054,0.037513829767704,0.264450758695602,1.69507384300232
"404","2017","Portugal","89",5.19500017166138,1.3151752948761,0.795843541622162,1.36704301834106,0.498465299606323,0.0158694516867399,0.0951027125120163,1.10768270492554
"405","2017","Bosnia and Herzegovina","90",5.18200016021729,0.982409417629242,0.705186307430267,1.0693359375,0.204403176903725,0,0.328867495059967,1.89217257499695
"406","2017","Honduras","91",5.18100023269653,0.730573117733002,0.582569479942322,1.14394497871399,0.348079860210419,0.0733454525470734,0.236188873648643,2.06581115722656
"407","2017","Macedonia","92",5.17500019073486,1.06457793712616,0.644948184490204,1.20789301395416,0.325905978679657,0.0602777935564518,0.25376096367836,1.6174693107605
"408","2017","Somalia","93",5.15100002288818,0.0226431842893362,0.113989137113094,0.721151351928711,0.602126955986023,0.282410323619843,0.291631311178207,3.11748456954956
"409","2017","Vietnam","94",5.07399988174438,0.788547575473785,0.652168989181519,1.27749133110046,0.571055591106415,0.0876332372426987,0.234968051314354,1.46231865882874
"410","2017","Nigeria","95",5.07399988174438,0.783756256103516,0.0569157302379608,1.21577048301697,0.394952565431595,0.0261215660721064,0.230947196483612,2.36539053916931
"411","2017","Tajikistan","96",5.04099988937378,0.524713635444641,0.529235124588013,1.27146327495575,0.471566706895828,0.146377146244049,0.248997643589973,1.84904932975769
"412","2017","Bhutan","97",5.01100015640259,0.885416388511658,0.495879292488098,1.34012651443481,0.501537680625916,0.173380389809608,0.474054545164108,1.14018440246582
"413","2017","Kyrgyzstan","98",5.00400018692017,0.596220076084137,0.553457796573639,1.39423859119415,0.454943388700485,0.0394391790032387,0.42858037352562,1.53672313690186
"414","2017","Nepal","99",4.96199989318848,0.479820191860199,0.504130780696869,1.17928326129913,0.440305948257446,0.0729755461215973,0.394096165895462,1.8912410736084
"415","2017","Mongolia","100",4.95499992370605,1.02723586559296,0.557783484458923,1.4930112361908,0.394143968820572,0.0329022891819477,0.338464230298996,1.11129236221313
"416","2017","South Africa","101",4.8289999961853,1.05469870567322,0.187080070376396,1.38478863239288,0.479246735572815,0.0725094974040985,0.139362379908562,1.51090860366821
"417","2017","Tunisia","102",4.80499982833862,1.00726580619812,0.613212049007416,0.868351459503174,0.289680689573288,0.0867231488227844,0.0496933571994305,1.89025115966797
"418","2017","Palestinian Territories","103",4.77500009536743,0.716249227523804,0.565666973590851,1.15564715862274,0.25471106171608,0.0892826020717621,0.114173173904419,1.8788902759552
"419","2017","Egypt","104",4.7350001335144,0.989701807498932,0.520187258720398,0.997471392154694,0.282110154628754,0.114381365478039,0.128631442785263,1.70216107368469
"420","2017","Bulgaria","105",4.71400022506714,1.1614590883255,0.708217680454254,1.43437945842743,0.289231717586517,0.0110515309497714,0.113177694380283,0.996139287948608
"421","2017","Sierra Leone","106",4.70900011062622,0.36842092871666,0.00556475389748812,0.984136044979095,0.318697690963745,0.0710951760411263,0.293040901422501,2.66845989227295
"422","2017","Cameroon","107",4.69500017166138,0.564305365085602,0.132892116904259,0.946018218994141,0.430388748645782,0.0513066314160824,0.236298456788063,2.3336455821991
"423","2017","Iran","108",4.69199991226196,1.15687310695648,0.639333188533783,0.711551249027252,0.249322608113289,0.048761073499918,0.387242913246155,1.49873495101929
"424","2017","Albania","109",4.64400005340576,0.996192753314972,0.731159746646881,0.803685247898102,0.381498634815216,0.0398642159998417,0.201312944293022,1.49044156074524
"425","2017","Bangladesh","110",4.60799980163574,0.586682975292206,0.533241033554077,0.735131740570068,0.478356659412384,0.123717859387398,0.172255352139473,1.97873616218567
"426","2017","Namibia","111",4.57399988174438,0.964434325695038,0.33861181139946,1.0984708070755,0.520303547382355,0.0931469723582268,0.0771337449550629,1.4818902015686
"427","2017","Kenya","112",4.55299997329712,0.560479462146759,0.309988349676132,1.06795072555542,0.452763766050339,0.0646413192152977,0.444860309362411,1.6519021987915
"428","2017","Mozambique","113",4.55000019073486,0.234305649995804,0.106654435396194,0.870701014995575,0.480791091918945,0.179436385631561,0.322228103876114,2.35565090179443
"429","2017","Myanmar","114",4.54500007629395,0.367110550403595,0.397522568702698,1.12323594093323,0.514492034912109,0.188816204667091,0.838075160980225,1.11529040336609
"430","2017","Senegal","115",4.53499984741211,0.479309022426605,0.409362852573395,1.17969191074371,0.377922266721725,0.115460447967052,0.183468893170357,1.78964614868164
"431","2017","Zambia","116",4.51399993896484,0.636406779289246,0.257835894823074,1.00318729877472,0.461603492498398,0.0782135501503944,0.249580144882202,1.82670545578003
"432","2017","Iraq","117",4.49700021743774,1.10271048545837,0.501180469989777,0.978613197803497,0.288555532693863,0.107215754687786,0.19963726401329,1.31890726089478
"433","2017","Gabon","118",4.46500015258789,1.1982102394104,0.356578588485718,1.1556202173233,0.312328577041626,0.0760467872023582,0.0437853783369064,1.32291626930237
"434","2017","Ethiopia","119",4.46000003814697,0.339233845472336,0.353409707546234,0.86466920375824,0.408842742443085,0.165455713868141,0.312650740146637,2.01574373245239
"435","2017","Sri Lanka","120",4.44000005722046,1.00985014438629,0.625130832195282,1.25997638702393,0.561213254928589,0.0736539661884308,0.490863561630249,0.419389247894287
"436","2017","Armenia","121",4.37599992752075,0.900596737861633,0.637524425983429,1.00748372077942,0.198303267359734,0.0266744215041399,0.0834880918264389,1.5214991569519
"437","2017","India","122",4.31500005722046,0.792221248149872,0.455427616834641,0.754372596740723,0.469987004995346,0.0922268852591515,0.231538489460945,1.5191171169281
"438","2017","Mauritania","123",4.29199981689453,0.648457288742065,0.285349279642105,1.2720308303833,0.0960980430245399,0.136957004666328,0.201870024204254,1.65163731575012
"439","2017","Congo (Brazzaville)","124",4.29099988937378,0.808964252471924,0.28995743393898,0.832044363021851,0.435025870800018,0.0796181336045265,0.120852127671242,1.72413563728333
"440","2017","Georgia","125",4.28599977493286,0.950612664222717,0.649546980857849,0.57061493396759,0.309410035610199,0.251666635274887,0.0540088154375553,1.50013780593872
"441","2017","Congo (Kinshasa)","126",4.28000020980835,0.0921023488044739,0.191407024860382,1.22902345657349,0.235961347818375,0.0602413564920425,0.246455833315849,2.22495865821838
"442","2017","Mali","127",4.19000005722046,0.476180493831635,0.169365674257278,1.28147339820862,0.306613743305206,0.104970246553421,0.183354198932648,1.66819095611572
"443","2017","Ivory Coast","128",4.17999982833862,0.603048920631409,0.0486421696841717,0.904780030250549,0.447706192731857,0.130061775445938,0.201237469911575,1.84496426582336
"444","2017","Cambodia","129",4.16800022125244,0.601765096187592,0.429783403873444,1.00623834133148,0.633375823497772,0.0681059509515762,0.385922968387604,1.04294109344482
"445","2017","Sudan","130",4.13899993896484,0.65951669216156,0.290920823812485,1.21400856971741,0.0149958552792668,0.089847519993782,0.182317450642586,1.68706583976746
"446","2017","Ghana","131",4.11999988555908,0.667224824428558,0.295637726783752,0.873664736747742,0.423026293516159,0.0253363698720932,0.256923943758011,1.57786750793457
"447","2017","Ukraine","132",4.09600019454956,0.89465194940567,0.575903952121735,1.39453756809235,0.122974775731564,0.0230294708162546,0.270061463117599,0.814382314682007
"448","2017","Uganda","133",4.08099985122681,0.381430715322495,0.217632606625557,1.12982773780823,0.443185955286026,0.057069718837738,0.325766056776047,1.526362657547
"449","2017","Burkina Faso","134",4.03200006484985,0.3502277135849,0.215844258666039,1.04328000545502,0.324367851018906,0.120328105986118,0.250864684581757,1.72721290588379
"450","2017","Niger","135",4.02799987792969,0.161925330758095,0.26850500702858,0.993025004863739,0.36365869641304,0.138572946190834,0.228673845529556,1.87398338317871
"451","2017","Malawi","136",3.97000002861023,0.233442038297653,0.315089583396912,0.512568831443787,0.466914653778076,0.0727116540074348,0.287170469760895,2.08178615570068
"452","2017","Chad","137",3.93600010871887,0.438012987375259,0.0411347150802612,0.953855872154236,0.16234202682972,0.0535818822681904,0.216113850474358,2.07123804092407
"453","2017","Zimbabwe","138",3.875,0.375846534967422,0.196763753890991,1.08309590816498,0.336384207010269,0.0953753814101219,0.189143493771553,1.59797024726868
"454","2017","Lesotho","139",3.80800008773804,0.521021246910095,0,1.19009518623352,0.390661299228668,0.119094640016556,0.157497271895409,1.42983531951904
"455","2017","Angola","140",3.79500007629395,0.858428180217743,0.0498686656355858,1.10441195964813,0,0.0697203353047371,0.097926490008831,1.61448240280151
"456","2017","Afghanistan","141",3.79399991035461,0.401477217674255,0.180746778845787,0.581543326377869,0.106179520487785,0.0611578300595284,0.311870932579041,2.15080118179321
"457","2017","Botswana","142",3.76600003242493,1.12209415435791,0.341755509376526,1.22155499458313,0.505196332931519,0.0985831990838051,0.0993484482169151,0.3779137134552
"458","2017","Benin","143",3.65700006484985,0.431085407733917,0.209930211305618,0.435299843549728,0.425962775945663,0.0609290152788162,0.207948461174965,1.88563096523285
"459","2017","Madagascar","144",3.64400005340576,0.305808693170547,0.375223308801651,0.913020372390747,0.189196765422821,0.0672319754958153,0.208732530474663,1.58461260795593
"460","2017","Haiti","145",3.6029999256134,0.368610262870789,0.277321130037308,0.640449821949005,0.0303698573261499,0.0998721495270729,0.489203780889511,1.69716763496399
"461","2017","Yemen","146",3.59299993515015,0.591683447360992,0.310080915689468,0.93538224697113,0.249463722109795,0.0567674227058887,0.104125209152699,1.34560060501099
"462","2017","South Sudan","147",3.59100008010864,0.39724862575531,0.163486003875732,0.601323127746582,0.147062435746193,0.116793513298035,0.285670816898346,1.87956738471985
"463","2017","Liberia","148",3.53299999237061,0.119041793048382,0.229918196797371,0.872117936611176,0.332881182432175,0.0389482490718365,0.26654988527298,1.67328596115112
"464","2017","Guinea","149",3.50699996948242,0.244549930095673,0.194129139184952,0.791244685649872,0.348587512969971,0.110937617719173,0.264815092086792,1.55231189727783
"465","2017","Togo","150",3.49499988555908,0.305444717407227,0.247105568647385,0.431882530450821,0.38042613863945,0.0956650152802467,0.196896150708199,1.83722925186157
"466","2017","Rwanda","151",3.47099995613098,0.368745893239975,0.326424807310104,0.945707023143768,0.581843852996826,0.455220013856888,0.252756029367447,0.540061235427856
"467","2017","Syria","152",3.46199989318848,0.777153134346008,0.50053334236145,0.396102607250214,0.0815394446253777,0.151347130537033,0.493663728237152,1.06157350540161
"468","2017","Tanzania","153",3.34899997711182,0.511135876178741,0.364509284496307,1.04198980331421,0.390017777681351,0.0660351067781448,0.354256361722946,0.621130466461182
"469","2017","Burundi","154",2.90499997138977,0.091622568666935,0.151610791683197,0.629793584346771,0.0599007532000542,0.0841479450464249,0.204435184597969,1.68302416801453
"470","2017","Central African Republic","155",2.69300007820129,0,0.0187726859003305,1.36058,0.270842045545578,0.0565650761127472,0.280876487493515,2.06600475311279
